Symbol	chrom	start	end
CYB561	17	61509664	61523722
ACE	17	61554421	61575741
KCNH6	17	61600694	61626338
DCAF7	17	61627795	61671642
TACO1	17	61678230	61685725
MAP3K3	17	61699800	61773670
LIMD2	17	61773248	61777519
LOC729683	17	61777697	61780045
STRADA	17	61780191	61819330
CCDC47	17	61822609	61851088
DDX42	17	61851566	61896677
FTSJ3	17	61896792	61905031
PSMC5	17	61904769	61909387
SMARCD2	17	61909440	61920351
TCAM1P	17	61934375	61941739
CSH2	17	61949371	61951089
GH2	17	61957571	61959302
CSH1	17	61972267	61974021
CSHL1	17	61986964	61988618
GH1	17	61994562	61996198
CD79B	17	62006097	62009704
SCN4A	17	62015913	62050278
C17orf72	17	62075710	62081644
ICAM2	17	62079954	62097994
ERN1	17	62120389	62207502
SNORD104	17	62223437	62223517
SNORA76	17	62223698	62223831
TEX2	17	62224794	62340653
PECAM1	17	62396776	62407083
MILR1	17	62461568	62464760
POLG2	17	62473901	62493184
DDX5	17	62494373	62502484
MIR3064	17	62496891	62496957
MIR5047	17	62497331	62497431
CEP95	17	62503157	62534062
SMURF2	17	62540734	62658386
LOC146880	17	62745779	62778117
PLEKHM1P	17	62780958	62833302
LRRC37A3	17	62850487	62914903
AMZ2P1	17	62962667	62971703
GNA13	17	63005406	63052920
RGS9	17	63133455	63223821
AXIN2	17	63524682	63557740
CEP112	17	63631657	64188212
APOH	17	64208146	64225556
PRKCA	17	64298925	64806862
MIR634	17	64783189	64783286
CACNG5	17	64873390	64881395
CACNG4	17	64960979	65029518
CACNG1	17	65040651	65052911
HELZ	17	65066553	65241319
PSMD12	17	65336618	65362721
PITPNC1	17	65373396	65693379
NOL11	17	65714060	65740266
SNORA38B	17	65736785	65736917
BPTF	17	65821779	65980494
C17orf58	17	65987216	65989765
KPNA2	17	66031847	66042970
LOC100499466	17	66097695	66132070
LOC440461	17	66194800	66196443
AMZ2	17	66244144	66253305
ARSG	17	66255322	66417000
SLC16A6	17	66263166	66287405
PRKAR1A	17	66409763	66547457
WIPI1	17	66417421	66453653
MIR635	17	66420591	66420689
FAM20A	17	66531256	66597095
ABCA8	17	66863430	66951533
ABCA9	17	66970772	67057136
ABCA6	17	67074846	67138015
MIR4524A	17	67095704	67095773
ABCA10	17	67144147	67240956
ABCA5	17	67240575	67323323
MAP2K6	17	67410837	67538470
KCNJ16	17	68071365	68131746
KCNJ2-AS1	17	68163101	68165543
KCNJ2	17	68165675	68176183
SOX9	17	70117160	70122560
LOC100499467	17	70399462	70588943
LINC00511	17	70594179	70636611
SLC39A11	17	70642084	71088853
SSTR2	17	71161159	71168062
COG1	17	71189172	71204645
FAM104A	17	71203491	71228533
C17orf80	17	71228775	71245095
CPSF4L	17	71244587	71258019
CDC42EP4	17	71279762	71308143
SDK2	17	71330522	71640227
LINC00469	17	71745408	71824676
LOC400620	17	71782960	71796934
RPL38	17	72199794	72206019
MGC16275	17	72206134	72209460
TTYH2	17	72209695	72258157
DNAI2	17	72270385	72311023
KIF19	17	72322350	72351959
BTBD17	17	72352554	72357958
GPR142	17	72363644	72368739
GPRC5C	17	72427666	72443568
CD300A	17	72462521	72480937
CD300LB	17	72517312	72527613
CD300C	17	72537204	72542310
CD300LD	17	72576110	72588370
C17orf77	17	72581056	72590348
CD300E	17	72606021	72619897
RAB37	17	72667255	72743474
CD300LF	17	72690451	72709108
SLC9A3R1	17	72744750	72765499
MIR3615	17	72744751	72744838
NAT9	17	72766685	72772470
TMEM104	17	72772621	72835922
GRIN2C	17	72838167	72856007
FDXR	17	72858618	72869156
FADS6	17	72873472	72889705
USH1G	17	72912175	72919351
OTOP2	17	72920369	72930006
OTOP3	17	72931896	72946087
C17orf28	17	72946838	72968900
CDR2L	17	72983726	73001892
ICT1	17	73008779	73017356
ATP5H	17	73034954	73043074
KCTD2	17	73043278	73061981
SLC16A5	17	73083821	73102255
ARMC7	17	73106081	73126360
NT5C	17	73126319	73127890
HN1	17	73131343	73150775
SUMO2	17	73163824	73179098
NUP85	17	73201596	73231854
GGA3	17	73232693	73258444
MRPS7	17	73257748	73262457
MIF4GD	17	73262309	73267311
LOC100287042	17	73267379	73269976
SLC25A19	17	73269060	73285530
GRB2	17	73314156	73401790
MIR3678	17	73402149	73402243
KIAA0195	17	73452663	73496533
CASKIN2	17	73496340	73511664
TSEN54	17	73512608	73520820
LLGL2	17	73521782	73571290
MYO15B	17	73584138	73622927
RECQL5	17	73622924	73663269
C17orf109	17	73629513	73637486
C17orf110	17	73642645	73644057
SAP30BP	17	73663398	73704139
ITGB4	17	73717515	73753899
GALK1	17	73754017	73761280
H3F3B	17	73772514	73775860
MIR4738	17	73780601	73780688
UNK	17	73780919	73821886
UNC13D	17	73823307	73840798
WBP2	17	73841779	73851501
TRIM47	17	73870244	73874656
TRIM65	17	73885040	73893084
MRPL38	17	73894723	73901181
FBF1	17	73906617	73937119
ACOX1	17	73937588	73975515
TEN1	17	73975297	73996667
TEN1-CDK3	17	73975297	74002080
CDK3	17	73996986	74002080
EVPL	17	74002926	74023507
SRP68	17	74034855	74068607
GALR2	17	74070891	74073573
ZACN	17	74075262	74078885
EXOC7	17	74077085	74099868
FOXJ1	17	74132414	74137380
LOC100507218	17	74136636	74150729
RNF157	17	74138533	74236390
FAM100B	17	74261285	74267379
QRICH2	17	74270129	74303761
PRPSAP1	17	74306867	74350230
SPHK1	17	74380689	74383941
UBE2O	17	74385612	74449288
AANAT	17	74449432	74466199
RHBDF2	17	74466974	74497509
CYGB	17	74523429	74533987
PRCD	17	74523667	74541458
LOC100507246	17	74553845	74561430
SNORD1C	17	74554873	74554951
SNORD1B	17	74557189	74557275
SNORD1A	17	74557714	74557788
ST6GALNAC2	17	74561460	74582145
ST6GALNAC1	17	74620844	74639894
MXRA7	17	74671808	74707056
JMJD6	17	74708913	74722881
METTL23	17	74722911	74729962
SRSF2	17	74730196	74733493
MIR636	17	74732531	74732630
MFSD11	17	74732646	74775336
MGAT5B	17	74864797	74946471
LINC00338	17	75084724	75091068
SEC14L1	17	75084724	75213181
SCARNA16	17	75085388	75085575
SEPT9	17	75277491	75496678
MIR4316	17	75393065	75393136
LOC100507351	17	75543022	75561103
FLJ45079	17	75875082	75880169
TNRC6C	17	76000317	76104916
LOC100131096	17	76103482	76107880
TMC6	17	76108998	76128488
TMC8	17	76126858	76139049
C17orf99	17	76142433	76162364
SYNGR2	17	76164670	76169009
TK1	17	76170159	76183285
AFMID	17	76183397	76203782
BIRC5	17	76210276	76221716
TMEM235	17	76227390	76237068
SOCS3	17	76352858	76356158
PGS1	17	76374734	76420639
DNAH17	17	76419777	76573476
CYTH1	17	76670129	76778376
USP36	17	76792964	76836969
TIMP2	17	76849058	76921472
LOC100653515	17	76886661	76899299
LGALS3BP	17	76967334	76976061
CANT1	17	76987797	77005899
LOC100507410	17	77015290	77023737
C1QTNF1	17	77019015	77045870
ENGASE	17	77071018	77084685
RBFOX3	17	77085426	77512230
MIR4739	17	77680984	77681058
ENPP7	17	77704881	77716021
CBX2	17	77751976	77761449
CBX8	17	77768175	77770915
CBX4	17	77806954	77813213
TBC1D16	17	77906141	78009657
CCDC40	17	78010430	78074412
GAA	17	78075354	78093679
EIF4A3	17	78109012	78120982
CARD14	17	78143790	78183130
SGSH	17	78183078	78194199
SLC26A11	17	78194199	78227308
RNF213	17	78234659	78372581
LOC100294362	17	78325630	78388968
ENDOV	17	78388966	78411884
MIR4730	17	78393217	78393293
NPTX1	17	78440632	78450404
RPTOR	17	78518624	78940173
CHMP6	17	78965640	78973933
FLJ90757	17	79002932	79008519
BAIAP2	17	79008946	79091232
AATK	17	79091095	79139872
MIR657	17	79099075	79099173
MIR3065	17	79099676	79099755
MIR338	17	79099682	79099749
MIR1250	17	79106995	79107108
AATK-AS1	17	79139306	79156964
AZI1	17	79163392	79196751
C17orf56	17	79202076	79212891
C17orf89	17	79213110	79215098
SLC38A10	17	79218798	79269096
LINC00482	17	79276623	79283048
TMEM105	17	79285071	79304474
BAHCC1	17	79373539	79433358
MIR4740	17	79374515	79374578
MIR3186	17	79418129	79418214
ACTG1	17	79476996	79479892
FSCN2	17	79495416	79504156
C17orf70	17	79506910	79519429
NPLOC4	17	79523912	79604138
TSPAN10	17	79609348	79615779
PDE6G	17	79617488	79623607
C17orf90	17	79632065	79633618
CCDC137	17	79633760	79640936
ARL16	17	79648223	79650954
HGS	17	79650961	79669151
MRPL12	17	79670399	79674556
SLC25A10	17	79679265	79688046
GCGR	17	79762009	79771889
FAM195B	17	79780292	79791167
PPP1R27	17	79791367	79792926
P4HB	17	79801033	79818544
ARHGDIA	17	79825596	79829282
ALYREF	17	79845710	79849462
ANAPC11	17	79849598	79858363
NPB	17	79860071	79860781
PCYT2	17	79860776	79869340
SIRT7	17	79869814	79876058
MAFG	17	79876144	79885587
MAFG-AS1	17	79885704	79888629
PYCR1	17	79890266	79894968
MYADML2	17	79897520	79905109
NOTUM	17	79910382	79919057
ASPSCR1	17	79935425	79975282
STRA13	17	79976578	79980785
LRRC45	17	79981279	79989027
RAC3	17	79989531	79992080
DCXR	17	79993756	79995573
RFNG	17	80005777	80009650
GPS1	17	80009762	80015346
DUS1L	17	80015747	80023697
FASN	17	80036213	80056106
CCDC57	17	80059345	80170689
SLC16A3	17	80186281	80197375
CSNK1D	17	80200536	80231594
CD7	17	80272745	80275480
SECTM1	17	80278899	80291921
TEX19	17	80317122	80321652
UTS2R	17	80332200	80333370
C17orf101	17	80347085	80376513
HEXDC	17	80376251	80400516
C17orf62	17	80400462	80408707
NARF	17	80416059	80446143
FOXK2	17	80477593	80562483
WDR45L	17	80572437	80606411
RAB40B	17	80614942	80656598
FN3KRP	17	80674581	80685893
FN3K	17	80693451	80709073
TBCD	17	80709939	80901062
ZNF750	17	80787309	80797931
B3GNTL1	17	80901666	81009686
METRNL	17	81037566	81052591
FLJ43681	17	81174665	81188573
ROCK1P1	18	109064	122222
USP14	18	158482	213739
THOC1	18	214519	268059
COLEC12	18	319354	500729
CETN1	18	580368	581524
CLUL1	18	596997	650293
C18orf56	18	649619	658340
TYMS	18	657603	673499
ENOSF1	18	670323	712662
YES1	18	721591	812327
ADCYAP1	18	904943	912173
LINC00470	18	1268311	1359630
METTL4	18	2537523	2571489
NDC80	18	2571509	2616634
CBX3P2	18	2652168	2655394
SMCHD1	18	2655885	2805015
EMILIN2	18	2847027	2914090
LPIN2	18	2916991	3011945
LOC727896	18	2943212	2946621
MYOM1	18	3066804	3220106
MYL12A	18	3247527	3256234
MYL12B	18	3262110	3278282
TGIF1	18	3412071	3458406
DLGAP1	18	3496029	4455266
FLJ35776	18	3594111	3597377
LOC201477	18	3878179	3897069
LOC284215	18	4264601	4296000
C18orf42	18	5143671	5197255
LINC00526	18	5236722	5238028
LOC339290	18	5238098	5246505
ZFP161	18	5289017	5297052
EPB41L3	18	5392387	5543986
LOC645355	18	5748817	5795900
MIR3976	18	5840693	5840832
TMEM200C	18	5890183	5892103
L3MBTL4	18	5954704	6414910
MIR4317	18	6374359	6374424
LOC100130480	18	6511414	6590652
ARHGAP28	18	6834431	6915712
LOC400643	18	6925472	6929868
LAMA1	18	6941742	7117813
LRRC30	18	7231136	7232042
PTPRM	18	7567313	8406859
LOC100192426	18	8360817	8367032
RAB12	18	8609442	8639380
CCDC165	18	8717368	8832775
NDUFV2	18	9102627	9134343
ANKRD12	18	9136750	9285983
TWSG1	18	9334764	9402418
RALBP1	18	9475529	9538106
PPP4R1	18	9546788	9614605
RAB31	18	9708227	9862553
TXNDC2	18	9885722	9888156
VAPA	18	9913954	9960018
APCDD1	18	10454624	10488698
NAPG	18	10525872	10552766
PIEZO2	18	10670243	11148761
GNAL	18	11689013	11885683
CHMP1B	18	11851388	11854448
MPPE1	18	11883471	11908796
IMPA2	18	11981426	12030885
CIDEA	18	12254317	12277594
TUBB6	18	12308256	12326568
AFG3L2	18	12328942	12377275
SLMO1	18	12407894	12432236
SPIRE1	18	12446510	12657912
PSMG2	18	12658737	12725739
CEP76	18	12661954	12702776
PTPN2	18	12785476	12884334
SEH1L	18	12947982	12987536
CEP192	18	12991360	13125051
C18orf1	18	13218728	13652753
LOC100288122	18	13419497	13427533
MIR4526	18	13611112	13611199
FAM210A	18	13663345	13726591
RNMT	18	13726703	13764554
MC5R	18	13825542	13826861
MC2R	18	13882042	13915535
ZNF519	18	14075988	14132489
ANKRD20A5P	18	14179095	14227049
CYP4F35P	18	14337421	14342523
CXADRP3	18	14477953	14498705
POTEC	18	14511736	14543599
ANKRD30B	18	14748238	14852737
MIR3156-2	18	14830164	14830241
LOC644669	18	15313554	15325918
ROCK1	18	18529702	18691812
GREB1L	18	18822202	19102791
ESCO1	18	19109261	19180693
SNRPD1	18	19192259	19210208
ABHD3	18	19230857	19284766
MIR320C1	18	19263470	19263558
MIB1	18	19321544	19450912
MIR133A1	18	19405658	19405746
MIR1-2	18	19408964	19409049
GATA6	18	19749403	19782491
CTAGE1	18	19993563	19997878
RBBP8	18	20513294	20606449
MIR4741	18	20513311	20513401
CABLES1	18	20714527	20840434
TMEM241	18	20875978	21017925
RIOK3	18	21032786	21063099
C18orf8	18	21083433	21111771
NPC1	18	21111462	21166581
ANKRD29	18	21179977	21242849
LAMA3	18	21269561	21535029
TTC39C	18	21572736	21715574
CABYR	18	21718954	21741564
OSBPL1A	18	21742010	21977833
MIR320C2	18	21901649	21901699
IMPACT	18	22006608	22033494
HRH4	18	22040592	22059921
LOC729950	18	22208145	22242162
ZNF521	18	22641887	22932214
SS18	18	23596216	23670611
PSMA8	18	23713815	23773319
TAF4B	18	23806408	23971650
KCTD1	18	24034873	24237365
LOC728606	18	24267584	24283602
AQP4	18	24432007	24445716
CHST9-AS1	18	24445271	24515910
CHST9	18	24495594	24765302
CDH2	18	25530929	25757445
MIR302F	18	27878875	27878926
DSC3	18	28570051	28622781
DSC2	18	28645941	28682388
DSC1	18	28709213	28742819
DSG1	18	28898051	28937393
DSG4	18	28956739	28993880
DSG3	18	29027731	29058665
DSG2	18	29078026	29128814
LOC100652770	18	29122108	29136874
TTR	18	29171729	29178986
B4GALT6	18	29202208	29264686
MCART2	18	29339658	29340843
TRAPPC8	18	29409135	29523091
RNF125	18	29598444	29653154
RNF138	18	29671817	29711524
MEP1B	18	29769986	29800366
FAM59A	18	29843483	30050447
WBP11P1	18	30091625	30094597
KLHL14	18	30252633	30352974
C18orf34	18	30517365	31020685
ASXL3	18	31158540	31327399
NOL4	18	31431063	31803515
DTNA	18	32073253	32471808
MAPRE2	18	32556891	32723432
ZNF397	18	32820993	32838397
ZSCAN30	18	32831022	32870196
ZNF271	18	32870235	32890730
ZNF24	18	32912177	32924426
ZNF396	18	32946660	32957301
INO80C	18	33048290	33077955
MIR3975	18	33171700	33171770
GALNT1	18	33234532	33291798
MIR187	18	33484780	33484889
C18orf21	18	33552587	33559250
RPRD1A	18	33569791	33647373
SLC39A6	18	33688493	33709357
ELP2	18	33709836	33754688
MOCOS	18	33767479	33848685
FHOD3	18	33877701	34360018
TPGS2	18	34359987	34409179
KIAA1328	18	34409079	34805288
CELF4	18	34823007	35146000
MIR4318	18	35237097	35237178
LOC647946	18	36786887	37331959
KC6	18	39060235	39100561
PIK3C3	18	39535198	39661446
LOC284260	18	39766632	40271389
RIT2	18	40323182	40695657
SYT4	18	40847856	40857615
SETBP1	18	42260137	42648475
MIR4319	18	42550046	42550131
SLC14A2	18	42792946	43263060
SLC14A1	18	43304091	43332485
SIGLEC15	18	43405544	43422521
EPG5	18	43427573	43547305
PSTPIP2	18	43563501	43652250
ATP5A1	18	43664109	43684199
HAUS1	18	43684297	43708299
C18orf25	18	43753987	43846955
RNF165	18	43914186	44040783
LOXHD1	18	44056934	44236996
ST8SIA5	18	44259080	44337039
PIAS2	18	44390022	44497495
KATNAL2	18	44526786	44628614
LOC100506888	18	44542730	44550534
TCEB3CL	18	44542730	44556213
TCEB3C	18	44548657	44556449
TCEB3B	18	44558942	44561988
HDHD2	18	44633780	44676871
IER3IP1	18	44681389	44702745
SMAD2	18	45359465	45457517
ZBTB7C	18	45553638	45663680
CTIF	18	46065426	46389586
MIR4743	18	46196970	46197039
SMAD7	18	46446222	46477081
DYM	18	46570171	46987079
MIR4744	18	46576056	46576138
C18orf32	18	47007547	47013644
RPL17-C18ORF32	18	47007547	47018935
MIR1539	18	47013742	47013792
RPL17	18	47014850	47018935
SNORD58C	18	47015604	47015694
SNORD58A	18	47017652	47017717
SNORD58B	18	47018033	47018099
LIPG	18	47088426	47119278
ACAA2	18	47309873	47340251
SCARNA17	18	47340392	47340813
MYO5B	18	47349155	47721451
MIR4320	18	47652868	47652933
CCDC11	18	47753562	47792865
MBD1	18	47793251	47808144
CXXC1	18	47808712	47814692
SKA1	18	47901391	47920538
MAPK4	18	48086483	48258196
MRO	18	48321489	48351754
ME2	18	48405431	48476162
ELAC1	18	48494386	48514490
SMAD4	18	48556582	48611411
MEX3C	18	48700919	48724051
LOC100287225	18	48918411	49088839
DCC	18	49866541	51062273
MBD2	18	51677970	51751158
SNORA37	18	51748653	51748782
POLI	18	51795848	51824604
STARD6	18	51851061	51880943
C18orf54	18	51885170	51908404
C18orf26	18	52258389	52266724
RAB27B	18	52495707	52562747
CCDC68	18	52568739	52626739
TCF4	18	52889561	53303188
MIR4529	18	53146451	53146529
LOC100505474	18	53750586	53804767
TXNL1	18	54270052	54305920
WDR7	18	54318615	54697036
BOD1P	18	54814292	54817639
ST8SIA3	18	55019720	55036161
ONECUT2	18	55102916	55158530
FECH	18	55212072	55253969
NARS	18	55267893	55289177
LOC100505549	18	55297533	55336508
ATP8B1	18	55313658	55470327
NEDD4L	18	55711609	56068772
MIR122	18	56118305	56118390
MIR3591	18	56118311	56118384
ALPK2	18	56148481	56296189
MALT1	18	56338617	56417370
ZNF532	18	56530060	56653709
LOC390858	18	56702970	56720446
SEC11C	18	56807124	56826063
GRP	18	56887399	56898002
RAX	18	56934266	56940625
CPLX4	18	56962635	56985881
LMAN1	18	56995055	57026508
CCBE1	18	57098170	57364644
PMAIP1	18	57567191	57571538
MC4R	18	58038563	58040001
CDH20	18	59157774	59222365
RNF152	18	59482303	59560304
PIGN	18	59711457	59854289
KIAA1468	18	59854523	59974355
TNFRSF11A	18	59992519	60054943
ZCCHC2	18	60190657	60245818
PHLPP1	18	60382671	60647676
BCL2	18	60790578	60986613
KDSR	18	60994970	61034506
VPS4B	18	61056424	61089752
SERPINB5	18	61144143	61172318
SERPINB12	18	61223392	61234244
SERPINB13	18	61254533	61266433
SERPINB4	18	61304492	61311502
SERPINB3	18	61322430	61329197
SERPINB11	18	61370193	61391122
SERPINB7	18	61420280	61472610
SERPINB2	18	61554938	61571124
SERPINB10	18	61582744	61602476
HMSD	18	61616587	61627645
SERPINB8	18	61637262	61656608
LINC00305	18	61747242	61816260
LOC284294	18	61771324	62090827
LOC400654	18	61880317	61927290
CDH7	18	63417487	63548175
CDH19	18	64168423	64271375
DSEL	18	65173818	65183967
LOC643542	18	65183782	65566856
TMX3	18	66340924	66382353
CCDC102B	18	66382490	66722426
DOK6	18	67068283	67516322
CD226	18	67530192	67624232
RTTN	18	67671042	67872962
SOCS6	18	67956136	67997434
LOC100505776	18	69187199	69246192
CBLN2	18	70203914	70211723
NETO1	18	70409548	70534810
LOC400655	18	70821292	70931733
LOC100505817	18	70992175	71017124
FBXO15	18	71740587	71815100
TIMM21	18	71815745	71826204
CYB5A	18	71920526	71959251
C18orf63	18	71983109	72026422
FAM69C	18	72102962	72124503
CNDP2	18	72163499	72190689
CNDP1	18	72201691	72252261
LOC400657	18	72259009	72265071
ZNF407	18	72342918	72777628
ZADH2	18	72909277	72921281
TSHZ1	18	72922709	73001905
C18orf62	18	73121826	73139589
LOC339298	18	73834952	73857210
ZNF516	18	74069636	74207146
LOC284276	18	74240611	74271784
LOC100131655	18	74506687	74534251
ZNF236	18	74536115	74682682
MBP	18	74690788	74844774
GALR1	18	74962007	74982096
SALL3	18	76740274	76758969
ATP9B	18	76829396	77138282
NFATC1	18	77155771	77289323
CTDP1	18	77439800	77514510
KCNG2	18	77623667	77659816
PQLC1	18	77662419	77711653
HSBP1L1	18	77724581	77730822
TXNL4A	18	77732866	77748532
RBFA	18	77794345	77810652
ADNP2	18	77866914	77898228
LOC100130522	18	77905806	77936315
PARD6G	18	77915116	78005397
WASH5P	19	60950	70966
FAM138A	19	76219	77690
FAM138F	19	76219	77690
OR4F17	19	110678	111596
FLJ45445	19	197015	202209
PPAP2C	19	281043	291435
MIER2	19	305574	344791
THEG	19	362056	376013
C2CD4C	19	405442	409170
SHC2	19	416582	460996
ODF3L2	19	463345	474983
MADCAM1	19	496489	505343
TPGS1	19	507496	519654
CDC34	19	531732	542087
GZMM	19	544033	549920
BSG	19	571276	583493
HCN2	19	589892	617159
POLRMT	19	617222	633568
FGF22	19	639925	643604
RNF126	19	647525	663233
FSTL3	19	676388	683392
PRSS57	19	685545	695461
PALM	19	708952	748330
C19orf21	19	751145	764318
PTBP1	19	797391	812327
MIR4745	19	804939	805001
LPPR3	19	812487	821952
MIR3187	19	813583	813653
AZU1	19	827830	832017
PRTN3	19	840984	848175
ELANE	19	852290	856246
CFD	19	859664	863610
MED16	19	867961	893218
R3HDM4	19	896502	913225
KISS1R	19	917341	921015
ARID3A	19	926036	972803
WDR18	19	984327	994569
GRIN3B	19	1000436	1009723
C19orf6	19	1009649	1021141
CNN2	19	1026297	1039064
ABCA7	19	1040101	1065570
HMHA1	19	1065921	1086627
POLR2E	19	1086577	1095391
GPX4	19	1103935	1106787
SBNO2	19	1107632	1174282
STK11	19	1205797	1228434
C19orf26	19	1229946	1237990
ATP5D	19	1241748	1244824
MIDN	19	1248551	1259142
CIRBP-AS1	19	1267469	1270259
CIRBP	19	1269266	1274809
C19orf24	19	1275519	1279243
EFNA2	19	1286152	1301429
MUM1	19	1354975	1378430
NDUFS7	19	1383882	1395588
GAMT	19	1397024	1401569
DAZAP1	19	1407583	1435682
RPS15	19	1438362	1440492
APC2	19	1450147	1473243
C19orf25	19	1473199	1479228
PCSK4	19	1481426	1490407
REEP6	19	1491164	1497924
ADAMTSL5	19	1505016	1513188
PLK5	19	1524072	1535455
MEX3D	19	1554667	1568057
MBD3	19	1576677	1592652
UQCR11	19	1597153	1605483
TCF3	19	1609288	1652328
ONECUT3	19	1753661	1775444
ATP8B3	19	1782073	1812275
REXO1	19	1815244	1848452
MIR1909	19	1816157	1816237
LOC100288123	19	1822087	1824542
KLF16	19	1852397	1863564
FAM108A1	19	1876974	1885518
ADAT3	19	1905370	1913446
SCAMP4	19	1905372	1926012
CSNK1G2	19	1941160	1981336
CSNK1G2-AS1	19	1952525	1954548
BTBD2	19	1985446	2015702
MKNK2	19	2037469	2051243
MOB3A	19	2071034	2096269
IZUMO4	19	2096867	2099583
AP3D1	19	2100986	2151556
DOT1L	19	2164147	2232577
PLEKHJ1	19	2233154	2236328
MIR1227	19	2234060	2234148
SF3A2	19	2236815	2248678
AMH	19	2249112	2252072
MIR4321	19	2250637	2250717
JSRP1	19	2252249	2256422
OAZ1	19	2269519	2273487
C19orf35	19	2274630	2282181
LINGO3	19	2289773	2308156
LSM7	19	2321519	2328614
SPPL2B	19	2328628	2355100
TMPRSS9	19	2389783	2426086
TIMM13	19	2425621	2427875
LMNB2	19	2428162	2456966
GADD45B	19	2476122	2478257
GNG7	19	2511217	2702746
DIRAS1	19	2714564	2721390
SLC39A3	19	2732522	2740074
SGTA	19	2754711	2783354
THOP1	19	2785505	2813599
ZNF554	19	2819871	2836733
ZNF555	19	2841432	2860472
ZNF556	19	2867332	2878501
ZNF57	19	2900895	2918474
ZNF77	19	2933215	2944969
TLE6	19	2977535	2995182
TLE2	19	2997635	3047633
AES	19	3052907	3062964
GNA11	19	3094407	3121454
GNA15	19	3136190	3163766
S1PR4	19	3178735	3180330
NCLN	19	3185874	3209573
CELF5	19	3224700	3297073
NFIC	19	3359560	3469215
C19orf77	19	3474404	3480540
DOHH	19	3490818	3500938
FZR1	19	3506294	3536755
MFSD12	19	3538262	3557571
C19orf71	19	3539154	3544028
HMG20B	19	3572942	3579081
GIPC3	19	3585568	3593539
TBXA2R	19	3594503	3606831
C19orf29-AS1	19	3607244	3613928
C19orf29	19	3610626	3626813
PIP5K1C	19	3630178	3700477
TJP3	19	3708334	3750811
APBA3	19	3750770	3761673
MRPL54	19	3762664	3767563
RAX2	19	3769088	3772219
MATK	19	3777966	3801810
ZFR2	19	3804021	3869027
ATCAY	19	3880617	3928080
ITGB1BP3	19	3933100	3942414
DAPK3	19	3958451	3969826
MIR637	19	3961411	3961510
EEF2	19	3976053	3985461
SNORD37	19	3982504	3982570
PIAS4	19	4007748	4038067
ZBTB7A	19	4045215	4066816
MAP2K2	19	4090319	4124126
CREB3L3	19	4153597	4173051
SIRT6	19	4174105	4182596
ANKRD24	19	4183350	4224811
EBI3	19	4229539	4237524
CCDC94	19	4247110	4269085
SHD	19	4278597	4290720
TMIGD2	19	4292224	4302428
FSD1	19	4304590	4323843
STAP2	19	4324039	4338847
MPND	19	4343523	4360083
SH3GL1	19	4360363	4400565
CHAF1A	19	4402659	4443394
UBXN6	19	4445002	4457791
MIR4746	19	4445974	4446045
HDGFRP2	19	4472254	4502222
PLIN4	19	4502191	4517716
PLIN5	19	4522543	4535208
LRG1	19	4537226	4540036
SEMA6B	19	4542599	4559771
TNFAIP8L1	19	4639526	4655580
C19orf10	19	4657556	4670415
DPP9	19	4675243	4723855
LOC100131094	19	4679293	4685960
MIR7-3HG	19	4769116	4772568
MIR7-3	19	4770681	4770791
FEM1A	19	4791727	4795571
TICAM1	19	4815935	4831754
PLIN3	19	4838345	4867780
ARRDC5	19	4890448	4902879
UHRF1	19	4909509	4962165
MIR4747	19	4932698	4932752
KDM4B	19	4969123	5153608
PTPRS	19	5205518	5340814
ZNRF4	19	5455425	5456867
PLAC2	19	5558177	5568005
SAFB2	19	5587009	5622938
SAFB	19	5623045	5668489
C19orf70	19	5678432	5680911
HSD11B1L	19	5680775	5688534
RPL36	19	5690271	5691678
LONP1	19	5691844	5720463
TMEM146	19	5720687	5778742
PRR22	19	5782970	5784776
DUS3L	19	5785152	5791249
NRTN	19	5823817	5828335
FUT6	19	5830636	5839742
FUT3	19	5842898	5851485
FUT5	19	5865836	5870551
NDUFA11	19	5891286	5904024
VMAC	19	5904851	5910263
CAPS	19	5914192	5916222
RANBP3	19	5916151	5978320
RFX2	19	5993174	6110664
ACSBG2	19	6135709	6193112
MLLT1	19	6210391	6279959
ACER1	19	6306509	6333640
CLPP	19	6361462	6368915
ALKBH7	19	6372443	6375261
PSPN	19	6375304	6375860
GTF2F1	19	6379579	6393291
KHSRP	19	6413118	6424822
MIR3940	19	6416420	6416522
SLC25A41	19	6426047	6433790
SLC25A23	19	6440074	6459781
CRB3	19	6464259	6467230
DENND1C	19	6467217	6481798
TUBB4A	19	6494329	6502330
TNFSF9	19	6531009	6535939
CD70	19	6585849	6591163
TNFSF14	19	6663147	6670599
C3	19	6677845	6720662
GPR108	19	6729924	6737633
TRIP10	19	6739706	6751529
SH2D3A	19	6752172	6767523
VAV1	19	6772678	6857377
EMR1	19	6887559	6940464
EMR4P	19	6952510	6990857
FLJ25758	19	7004963	7006426
MBD3L5	19	7030593	7033022
MBD3L4	19	7037754	7040184
MBD3L2	19	7049350	7051746
MBD3L3	19	7056215	7058645
ZNF557	19	7069470	7087978
INSR	19	7112265	7294011
ARHGEF18	19	7459998	7537371
LOC100128573	19	7537722	7538247
PEX11G	19	7541755	7553924
C19orf45	19	7562444	7573336
ZNF358	19	7581003	7585911
MCOLN1	19	7587495	7598895
PNPLA6	19	7599037	7626653
CAMSAP3	19	7660787	7683196
XAB2	19	7684410	7694439
C19orf79	19	7694670	7696510
